Synechococcus sp.,,P. calceolata,,P. capsulatus,
PO4 (uM),Growth (d-1),PO4 (uM),Growth (d-1),PO4 (uM),Growth (d-1)
8.00E-03,2.70E-01,2.30E-03,2.00E-01,5.80E-02,8.80E-02
6.10E-02,4.00E-01,5.30E-02,2.30E-01,1.70E-03,7.70E-03
1.00E-01,4.20E-01,1.00E-02,2.00E-01,1.00E-01,4.00E-01
2.10E-01,4.90E-01,2.00E-01,2.00E-01,2.00E-01,4.50E-01
5.00E-01,5.00E-01,5.00E-01,1.80E-01,5.10E-01,5.40E-01
1,4.60E-01,1,1.90E-01,1,5.40E-01
2,5.20E-01,,,2,5.30E-01
